vehicle_id,vehicle_type,make,model,model_year,colour,date_stolen,region,region_population,region_density_km2,make_type
2242,Hatchback,Subaru,IMPREZA,2002.0,Blue,2021-12-01,Gisborne,"52,100",6.21,Standard
1868,Stationwagon,Toyota,COROLLA,2001.0,Red,2021-12-01,Waikato,"513,800",21.5,Standard
1864,Saloon,Honda,ACCORD,2007.0,Silver,2021-12-01,Waikato,"513,800",21.5,Standard
279,Trailer,Briford,6X4,2016.0,Grey,2021-12-01,Auckland,"1,695,200",343.09,Standard
3226,Stationwagon,Toyota,COROLLA,2017.0,Red,2021-12-01,Auckland,"1,695,200",343.09,Standard
3322,Stationwagon,Mazda,CX-7,2007.0,Grey,2021-12-01,Auckland,"1,695,200",343.09,Standard
2586,Boat Trailer,Trailer,BOAT,2006.0,Silver,2021-12-01,Waikato,"513,800",21.5,Standard
3329,Saloon,Nissan,TEANA,2008.0,White,2021-12-01,Auckland,"1,695,200",343.09,Standard
3996,Trailer,Trailer,HALCROW,2010.0,White,2021-12-01,Wellington,"543,500",67.52,Standard
213,Caravan,Anglo,CARAVAN,1976.0,White,2021-12-01,Auckland,"1,695,200",343.09,Standard
4178,Utility,Mitsubishi,L200 2.0PET 2WD C/C,1995.0,White,2021-12-01,Wellington,"543,500",67.52,Standard
4332,Stationwagon,Toyota,LAND CRUISER PRADO,1998.0,Green,2021-12-01,Auckland,"1,695,200",343.09,Standard
2340,Stationwagon,Toyota,HILUX,1991.0,Grey,2021-12-01,Canterbury,"655,000",14.72,Standard
4435,Trailer,Trailer,BRI-INN,2014.0,Silver,2021-12-01,Canterbury,"655,000",14.72,Standard
1150,Light Van,Toyota,TOWNACE,1993.0,Silver,2021-12-01,Waikato,"513,800",21.5,Standard
528,Roadbike,Suzuki,GS,2002.0,Black,2021-12-01,Auckland,"1,695,200",343.09,Standard
2521,Stationwagon,Toyota,LANDCRUISER,2000.0,Silver,2021-12-01,Auckland,"1,695,200",343.09,Standard
1313,Roadbike,Yamaha,XP560E,2020.0,Grey,2021-12-01,Auckland,"1,695,200",343.09,Standard
4282,Flat Deck Truck,Ford,TRADER,1997.0,White,2021-12-02,Taranaki,"127,300",17.55,Standard
3018,Stationwagon,Toyota,SURF,1994.0,Green,2021-12-02,Canterbury,"655,000",14.72,Standard
4514,Caravan,Alpha,,1976.0,Cream,2021-12-02,Waikato,"513,800",21.5,Standard
2562,Utility,Mitsubishi,TRITON,2013.0,Grey,2021-12-02,Northland,"201,500",16.11,Standard
2488,Stationwagon,Mitsubishi,OUTLANDER,2005.0,Grey,2021-12-02,Canterbury,"655,000",14.72,Standard
1124,Saloon,Ford,FALCON,2003.0,Red,2021-12-02,Manawatū-Whanganui,"258,200",11.62,Standard
1536,Utility,Holden,UTE,2005.0,Blue,2021-12-02,Auckland,"1,695,200",343.09,Standard
2367,Hatchback,Nissan,MARCH,2002.0,Yellow,2021-12-02,Wellington,"543,500",67.52,Standard
302,Trailer,Kea,KEA MX4,2020.0,Silver,2021-12-02,Auckland,"1,695,200",343.09,Standard
2032,Hatchback,Holden,ASTRA,2009.0,Silver,2021-12-02,Gisborne,"52,100",6.21,Standard
196,Trailer,Trailer,HOMEMADE,1979.0,Green,2021-12-02,Canterbury,"655,000",14.72,Standard
3910,Sports Car,Nissan,SKYLINE,2007.0,Silver,2021-12-02,Canterbury,"655,000",14.72,Standard
656,Moped,Vmoto,MOTORCYCLE,2010.0,Black,2021-12-02,Bay of Plenty,"347,700",28.8,Standard
4128,Utility,Ford,COURIER XL C/CAB,1993.0,White,2021-12-02,Canterbury,"655,000",14.72,Standard
3271,Stationwagon,Toyota,HIGHLANDER,2017.0,White,2021-12-02,Nelson,"54,500",129.15,Standard
3447,Hatchback,Mazda,AXELA,2005.0,Blue,2021-12-02,Auckland,"1,695,200",343.09,Standard
3282,Stationwagon,Mazda,PREMACY,2005.0,Green,2021-12-02,Canterbury,"655,000",14.72,Standard
3834,Hatchback,Toyota,AQUA,2016.0,White,2021-12-02,Auckland,"1,695,200",343.09,Standard
751,Saloon,Nissan,PRIMERA,1992.0,Grey,2021-12-02,Canterbury,"655,000",14.72,Standard
3528,Saloon,BMW,325I,2009.0,Grey,2021-12-02,Auckland,"1,695,200",343.09,Luxury
3206,Light Van,Mazda,BONGO,2008.0,White,2021-12-02,Auckland,"1,695,200",343.09,Standard
2563,Utility,Mitsubishi,TRITON,2013.0,Grey,2021-12-03,Northland,"201,500",16.11,Standard
808,Utility,Toyota,HILUX,2002.0,Red,2021-12-03,Bay of Plenty,"347,700",28.8,Standard
1761,Saloon,Ford,FALCON,2007.0,Grey,2021-12-03,Bay of Plenty,"347,700",28.8,Standard
2915,Roadbike,Piaggio,MP3,2015.0,Grey,2021-12-03,Auckland,"1,695,200",343.09,Standard
4438,Trailer,Briford,TRAILER 8X4,2014.0,Silver,2021-12-03,Auckland,"1,695,200",343.09,Standard
2399,Hatchback,Mazda,DEMIO,2006.0,Silver,2021-12-03,Wellington,"543,500",67.52,Standard
727,Saloon,Ford,MONDEO,2001.0,Gold,2021-12-03,Southland,"102,400",3.28,Standard
118,Roadbike,Suzuki,LS650P,2003.0,Black,2021-12-03,Northland,"201,500",16.11,Standard
1029,Hatchback,Nissan,PULSAR,1995.0,Silver,2021-12-03,Waikato,"513,800",21.5,Standard
3963,Mobile Home - Light,Nissan,CIVILIAN,1991.0,Blue,2021-12-03,Canterbury,"655,000",14.72,Standard
1545,Hatchback,Daihatsu,SIRION,2005.0,Blue,2021-12-03,Canterbury,"655,000",14.72,Standard
497,Trailer,Trailer,ELITE 8X4,2021.0,Silver,2021-12-03,Canterbury,"655,000",14.72,Standard
992,Moped,Moped,YIBEN,2018.0,Red,2021-12-03,Auckland,"1,695,200",343.09,Standard
1387,Hatchback,Toyota,ECHO,2004.0,White,2021-12-03,Canterbury,"655,000",14.72,Standard
2972,Stationwagon,Subaru,FORESTER,2007.0,Black,2021-12-03,Hawke's Bay,"182,700",12.92,Standard
564,Trailer,Trailer,TUFF,2021.0,Silver,2021-12-03,Waikato,"513,800",21.5,Standard
1971,Hatchback,Subaru,IMPREZA,2001.0,Blue,2021-12-03,Auckland,"1,695,200",343.09,Standard
3829,Saloon,Toyota,COROLLA,2006.0,White,2021-12-03,Auckland,"1,695,200",343.09,Standard
3375,Hatchback,Suzuki,SWIFT,2006.0,White,2021-12-03,Bay of Plenty,"347,700",28.8,Standard
2654,Hatchback,Nissan,MARCH,2004.0,Blue,2021-12-03,Auckland,"1,695,200",343.09,Standard
39,Trailer - Heavy,Trailer,PRESCOTT,2021.0,Silver,2021-12-03,Bay of Plenty,"347,700",28.8,Standard
105,Trailer,Trailer,LOCAL,1977.0,Brown,2021-12-03,Bay of Plenty,"347,700",28.8,Standard
1284,Moped,Over,B-UNO,2020.0,White,2021-12-04,Manawatū-Whanganui,"258,200",11.62,Standard
1188,Utility,Ford,COURIER,2004.0,White,2021-12-04,Wellington,"543,500",67.52,Standard
3224,Utility,FOTON,TUNLAND,2015.0,Silver,2021-12-04,Bay of Plenty,"347,700",28.8,Standard
2403,Hatchback,Honda,CIVIC,2002.0,Silver,2021-12-04,Auckland,"1,695,200",343.09,Standard
2898,Stationwagon,Toyota,ESTIMA,2004.0,White,2021-12-04,Waikato,"513,800",21.5,Standard
1323,Roadbike,KTM,390,2021.0,White,2021-12-04,Wellington,"543,500",67.52,Standard
3671,Utility,Nissan,NAVARA,2007.0,Blue,2021-12-04,Auckland,"1,695,200",343.09,Standard
2911,Saloon,Honda,INTEGRA,2000.0,White,2021-12-04,Auckland,"1,695,200",343.09,Standard
812,Stationwagon,Subaru,OUTBACK,2002.0,Blue,2021-12-04,Northland,"201,500",16.11,Standard
4114,Trailer,Trailer,FOXENG 850,2011.0,Silver,2021-12-04,Hawke's Bay,"182,700",12.92,Standard
2187,Saloon,Toyota,CAMRY,2010.0,Green,2021-12-04,Waikato,"513,800",21.5,Standard
2176,Stationwagon,Subaru,LEGACY,2002.0,Blue,2021-12-04,Canterbury,"655,000",14.72,Standard
4199,Caravan,Jayco,STERLING,2007.0,White,2021-12-05,Canterbury,"655,000",14.72,Standard
1796,Other Truck,Toyota,TOWNACE,1991.0,White,2021-12-05,Canterbury,"655,000",14.72,Standard
2497,Saloon,Peugeot,407,2009.0,Black,2021-12-05,Bay of Plenty,"347,700",28.8,Standard
3646,Saloon,Subaru,LEGACY,1999.0,Black,2021-12-05,Otago,"246,000",7.89,Standard
2664,Hatchback,Mazda,DEMIO,2004.0,Silver,2021-12-05,Wellington,"543,500",67.52,Standard
876,Roadbike,Yamaha,YZF,2016.0,Blue,2021-12-05,Auckland,"1,695,200",343.09,Standard
2774,Stationwagon,Subaru,FORESTER,2005.0,Silver,2021-12-05,Auckland,"1,695,200",343.09,Standard
408,Trailer,Trailer,HAULER 7X4 TIPPING,2017.0,Silver,2021-12-05,Taranaki,"127,300",17.55,Standard
739,Utility,Mazda,BOUNTY,2001.0,White,2021-12-05,Otago,"246,000",7.89,Standard
2114,Stationwagon,Subaru,IMPREZA,2001.0,Blue,2021-12-05,Wellington,"543,500",67.52,Standard
2401,Stationwagon,Peugeot,308,2012.0,Blue,2021-12-05,Otago,"246,000",7.89,Standard
3410,Stationwagon,Toyota,HILUX,1994.0,Blue,2021-12-05,Canterbury,"655,000",14.72,Standard
4085,Hatchback,Nissan,SENTRA,1991.0,Blue,2021-12-05,Bay of Plenty,"347,700",28.8,Standard
3092,Light Van,Mazda,BONGO,2011.0,White,2021-12-05,Auckland,"1,695,200",343.09,Standard
749,Saloon,Mitsubishi,LANCER,1994.0,White,2021-12-05,Canterbury,"655,000",14.72,Standard
953,Roadbike,Kawasaki,EX,2019.0,Black,2021-12-05,Bay of Plenty,"347,700",28.8,Standard
2351,Utility,Ford,RANGER,2011.0,Red,2021-12-05,Manawatū-Whanganui,"258,200",11.62,Standard
406,Trailer,Factory Built,TRAILUX TRAILER,2017.0,Silver,2021-12-06,Wellington,"543,500",67.52,Standard
4049,Light Van,Ford,ECONOVAN LWB GLAS,1991.0,Brown,2021-12-06,Bay of Plenty,"347,700",28.8,Standard
488,Trailer,Trailer,TUFF,2020.0,Silver,2021-12-06,Bay of Plenty,"347,700",28.8,Standard
1770,Hatchback,Honda,LOGO,1999.0,Silver,2021-12-06,Canterbury,"655,000",14.72,Standard
2145,Stationwagon,Subaru,LEGACY,2002.0,Blue,2021-12-06,Waikato,"513,800",21.5,Standard
1425,Saloon,Subaru,LEGACY,2001.0,Silver,2021-12-06,Canterbury,"655,000",14.72,Standard
233,Trailer,Trailer,HOMEMADE,2019.0,Silver,2021-12-06,Manawatū-Whanganui,"258,200",11.62,Standard
3811,Utility,Mazda,BOUNTY,2006.0,White,2021-12-06,Southland,"102,400",3.28,Standard
2793,Stationwagon,Mitsubishi,OUTLANDER,2006.0,White,2021-12-06,Canterbury,"655,000",14.72,Standard
2794,Stationwagon,Mazda,ATENZA,2007.0,Red,2021-12-06,Auckland,"1,695,200",343.09,Standard
451,Trailer,Briford,8X5,2020.0,Silver,2021-12-06,Otago,"246,000",7.89,Standard
4082,Trailer,Trailer,BRIFORD 6X4,2011.0,Silver,2021-12-06,Canterbury,"655,000",14.72,Standard
2827,Trailer,Trailer,HOMEBUILT,2000.0,Silver,2021-12-06,Bay of Plenty,"347,700",28.8,Standard
3194,Saloon,Mazda,ATENZA,2006.0,White,2021-12-06,Waikato,"513,800",21.5,Standard
929,Moped,TNT Motor,OTTO,2018.0,Black,2021-12-06,Otago,"246,000",7.89,Standard
581,Boat Trailer,Trailer,JET SKI,2013.0,Grey,2021-12-06,Auckland,"1,695,200",343.09,Standard
2995,Saloon,Chrysler,300C,2006.0,Black,2021-12-06,Otago,"246,000",7.89,Standard
1077,Stationwagon,Toyota,HILUX,1995.0,Blue,2021-12-06,Canterbury,"655,000",14.72,Standard
86,Roadbike,Vespa,PIAGGIO,2001.0,Silver,2021-12-06,Auckland,"1,695,200",343.09,Standard
2425,Stationwagon,Mazda,ATENZA,2006.0,Black,2021-12-06,Wellington,"543,500",67.52,Standard
3633,Hatchback,Mazda,DEMIO,2006.0,Blue,2021-12-06,Wellington,"543,500",67.52,Standard
3109,Hatchback,Toyota,IST,2004.0,Silver,2021-12-06,Canterbury,"655,000",14.72,Standard
700,Roadbike,Suzuki,DR,2001.0,Blue,2021-12-06,Wellington,"543,500",67.52,Standard
753,Hatchback,Mazda,323,2001.0,Blue,2021-12-06,Auckland,"1,695,200",343.09,Standard
2175,Saloon,Subaru,IMPREZA,2005.0,White,2021-12-06,Gisborne,"52,100",6.21,Standard
4292,Utility,Mitsubishi,L200,1998.0,White,2021-12-07,Bay of Plenty,"347,700",28.8,Standard
2830,Trailer - Heavy,Trailer,MOTORBIKE,2007.0,Silver,2021-12-07,Auckland,"1,695,200",343.09,Standard
993,Moped,Piaggio,ZIP,2013.0,Red,2021-12-07,Auckland,"1,695,200",343.09,Standard
2633,Saloon,Mazda,ATENZA,2005.0,Silver,2021-12-07,Gisborne,"52,100",6.21,Standard
721,Utility,Ford,COURIER,2001.0,Green,2021-12-07,Nelson,"54,500",129.15,Standard
267,Trailer,Homebuilt,HOME BUILD,2016.0,Silver,2021-12-07,Canterbury,"655,000",14.72,Standard
443,Trailer,Trailer,LOCAL,1972.0,Blue,2021-12-07,Manawatū-Whanganui,"258,200",11.62,Standard
2895,Saloon,Mini,COOPER,2005.0,Blue,2021-12-07,Bay of Plenty,"347,700",28.8,Luxury
1697,Saloon,Jaguar,X-TYPE,2003.0,Black,2021-12-07,Bay of Plenty,"347,700",28.8,Luxury
4115,Trailer,Trailer,ELITE 7X4 S,2011.0,Silver,2021-12-07,Canterbury,"655,000",14.72,Standard
4381,Stationwagon,Nissan,SAFARI,1989.0,Brown,2021-12-07,Northland,"201,500",16.11,Standard
4171,Stationwagon,Nissan,SAFARI GRAND ROAD,1989.0,Brown,2021-12-07,Northland,"201,500",16.11,Standard
1026,Light Van,Toyota,HIACE,1998.0,White,2021-12-07,Canterbury,"655,000",14.72,Standard
2953,Saloon,Mitsubishi,GALANT,2006.0,Red,2021-12-07,Auckland,"1,695,200",343.09,Standard
1842,Other Truck,Isuzu,NPR,2007.0,White,2021-12-07,Waikato,"513,800",21.5,Standard
270,Trailer - Heavy,Briford,TRAILER,2016.0,Silver,2021-12-07,Auckland,"1,695,200",343.09,Standard
2098,Saloon,Toyota,ALTEZZA,2001.0,Silver,2021-12-07,Wellington,"543,500",67.52,Standard
194,Caravan,Trailer,DMW,2006.0,White,2021-12-07,Auckland,"1,695,200",343.09,Standard
513,Trailer,Trailer,TRAYLA,2021.0,Silver,2021-12-07,Wellington,"543,500",67.52,Standard
1520,Stationwagon,Ford,TERRITORY,2005.0,Black,2021-12-07,Wellington,"543,500",67.52,Standard
1521,Saloon,Holden,COMMODORE,2005.0,Black,2021-12-07,Northland,"201,500",16.11,Standard
180,Moped,Vespa,SPORTIQUE,1963.0,Cream,2021-12-07,Otago,"246,000",7.89,Standard
51,Trailer,Briford,8X4 CAGE,2021.0,Silver,2021-12-07,Auckland,"1,695,200",343.09,Standard
318,Trailer - Heavy,Briford,OTHER COMMERCIAL TRA,2016.0,Silver,2021-12-07,Auckland,"1,695,200",343.09,Standard
4072,Trailer,Trailer,TRAILER WORLD 10X6,2011.0,Silver,2021-12-08,Auckland,"1,695,200",343.09,Standard
2750,Saloon,Nissan,SKYLINE,2007.0,White,2021-12-08,Auckland,"1,695,200",343.09,Standard
1291,Roadbike,Benelli,TNT,2021.0,Green,2021-12-08,Waikato,"513,800",21.5,Standard
650,Roadbike,Piaggio,VESPA,2005.0,Black,2021-12-08,Nelson,"54,500",129.15,Standard
2631,Hatchback,Peugeot,208,2013.0,Red,2021-12-08,Canterbury,"655,000",14.72,Standard
149,Trailer - Heavy,Briford,TRAILER 8X4,2015.0,Silver,2021-12-08,Auckland,"1,695,200",343.09,Standard
3204,Stationwagon,Toyota,CALDINA,2000.0,White,2021-12-08,Gisborne,"52,100",6.21,Standard
1951,Stationwagon,Holden,VIVA,2008.0,Silver,2021-12-08,Bay of Plenty,"347,700",28.8,Standard
2234,Hatchback,BMW,MINI,2003.0,Black,2021-12-08,Wellington,"543,500",67.52,Luxury
1519,Light Van,Toyota,HIACE,1998.0,White,2021-12-08,Canterbury,"655,000",14.72,Standard
166,Trailer - Heavy,Briford,TRAILER,2015.0,Silver,2021-12-08,Auckland,"1,695,200",343.09,Standard
1629,Utility,Ford,COURIER,2006.0,Grey,2021-12-08,Nelson,"54,500",129.15,Standard
1662,Saloon,Ford,FALCON,2006.0,Black,2021-12-08,Gisborne,"52,100",6.21,Standard
4409,Hatchback,Nissan,PULSAR,2000.0,Silver,2021-12-09,Bay of Plenty,"347,700",28.8,Standard
4508,Light Van,Mitsubishi,L300,2001.0,White,2021-12-09,Northland,"201,500",16.11,Standard
1724,Other Truck,Nissan,CONDOR,1999.0,White,2021-12-09,Bay of Plenty,"347,700",28.8,Standard
3200,Flat Deck Truck,Daihatsu,V12 HU,1982.0,Red,2021-12-09,Auckland,"1,695,200",343.09,Standard
4428,Trailer,Factory Built,TRAILER,2014.0,Silver,2021-12-09,Nelson,"54,500",129.15,Standard
1715,Saloon,Ford,FALCON,2006.0,White,2021-12-09,Bay of Plenty,"347,700",28.8,Standard
2450,Saloon,Toyota,CAMRY,2004.0,Gold,2021-12-09,Auckland,"1,695,200",343.09,Standard
4299,Utility,Toyota,HILUX,1998.0,White,2021-12-09,Canterbury,"655,000",14.72,Standard
954,Roadbike,Kawasaki,EX,2019.0,Green,2021-12-09,Auckland,"1,695,200",343.09,Standard
664,Roadbike,Honda,SCV,2010.0,Red,2021-12-09,Nelson,"54,500",129.15,Standard
525,Roadbike,Kawasaki,ZX,2005.0,Silver,2021-12-09,Waikato,"513,800",21.5,Standard
2151,Saloon,Ford,FALCON,2003.0,Yellow,2021-12-09,Canterbury,"655,000",14.72,Standard
811,Saloon,Holden,VX COMMODORE,2002.0,Silver,2021-12-09,Northland,"201,500",16.11,Standard
1595,Saloon,Nissan,PULSAR,1998.0,Silver,2021-12-09,Canterbury,"655,000",14.72,Standard
2343,Cab and Chassis Only,Nissan,NAVARA,2011.0,Red,2021-12-09,Otago,"246,000",7.89,Standard
3085,Stationwagon,Ford,TERRITORY,2005.0,Silver,2021-12-09,Wellington,"543,500",67.52,Standard
1097,Stationwagon,Toyota,CALDINA,1996.0,Silver,2021-12-09,Hawke's Bay,"182,700",12.92,Standard
509,Trailer,Trailer,HOMEMADE,1967.0,Green,2021-12-09,Otago,"246,000",7.89,Standard
3280,Hatchback,Mazda,DEMIO,2004.0,Silver,2021-12-09,Wellington,"543,500",67.52,Standard
524,Trailer,Trailer,D-MAX FLATDECK,2021.0,Silver,2021-12-09,Auckland,"1,695,200",343.09,Standard
4208,Trailer,Kea,TANDEM TRAILER,2013.0,Silver,2021-12-09,Waikato,"513,800",21.5,Standard
533,Trailer,Trail-Lite,COMPASS S74,2017.0,Silver,2021-12-09,Canterbury,"655,000",14.72,Standard
4434,Trailer,Trailer,TRAILER WORX,2014.0,Silver,2021-12-10,Auckland,"1,695,200",343.09,Standard
2274,Saloon,Subaru,LEGACY,2000.0,Blue,2021-12-10,Hawke's Bay,"182,700",12.92,Standard
2347,Utility,Toyota,HILUX,2011.0,Gold,2021-12-10,Gisborne,"52,100",6.21,Standard
2230,Saloon,Mazda,ATENZA,2002.0,White,2021-12-10,Waikato,"513,800",21.5,Standard
3353,Hatchback,Volkswagen,GOLF,2011.0,White,2021-12-10,Auckland,"1,695,200",343.09,Standard
2720,Saloon,Ford,FALCON,2014.0,White,2021-12-10,Otago,"246,000",7.89,Standard
748,Saloon,Mitsubishi,LANCER,1996.0,Red,2021-12-10,Auckland,"1,695,200",343.09,Standard
2918,Hatchback,Suzuki,SWIFT,2005.0,Red,2021-12-10,Gisborne,"52,100",6.21,Standard
2265,Saloon,Holden,VT COMMODORE,1999.0,Black,2021-12-10,Auckland,"1,695,200",343.09,Standard
3500,Hatchback,Mazda,DEMIO,2006.0,Blue,2021-12-10,Waikato,"513,800",21.5,Standard
900,Moped,Factory Built,SHENKE,2016.0,Black,2021-12-10,Waikato,"513,800",21.5,Standard
1496,Utility,Ford,COURIER,2005.0,Blue,2021-12-10,Wellington,"543,500",67.52,Standard
3210,Stationwagon,Toyota,HILUX,1995.0,Black,2021-12-10,Bay of Plenty,"347,700",28.8,Standard
3126,Saloon,Honda,ACCORD,2004.0,Grey,2021-12-10,Auckland,"1,695,200",343.09,Standard
3105,Hatchback,Nissan,MARCH,2007.0,Brown,2021-12-10,Auckland,"1,695,200",343.09,Standard
629,Moped,Suzuki,UZ,2014.0,Black,2021-12-11,Auckland,"1,695,200",343.09,Standard
4119,Trailer,Factory Built,BRENT SMITH TRAILERS,2011.0,Silver,2021-12-11,Wellington,"543,500",67.52,Standard
2153,Hatchback,Mazda,MAZDA6,2010.0,Black,2021-12-11,Bay of Plenty,"347,700",28.8,Standard
2914,Hatchback,Mazda,DEMIO,2005.0,Blue,2021-12-11,Bay of Plenty,"347,700",28.8,Standard
2484,Hatchback,Honda,CIVIC,1997.0,Green,2021-12-11,Wellington,"543,500",67.52,Standard
1867,Flat Deck Truck,Nissan,ATLAS,1997.0,White,2021-12-11,Auckland,"1,695,200",343.09,Standard
2499,Saloon,Ford,FALCON,2012.0,Red,2021-12-11,Gisborne,"52,100",6.21,Standard
1718,Stationwagon,Suzuki,ESCUDO,1997.0,White,2021-12-11,Wellington,"543,500",67.52,Standard
1036,Utility,Ford,COURIER,2003.0,Silver,2021-12-11,Canterbury,"655,000",14.72,Standard
1671,Light Van,Mitsubishi,L300,2006.0,White,2021-12-11,Auckland,"1,695,200",343.09,Standard
4401,Utility,Toyota,HILUX,1999.0,Green,2021-12-11,Canterbury,"655,000",14.72,Standard
3921,Saloon,Subaru,LEGACY,2010.0,Black,2021-12-11,Gisborne,"52,100",6.21,Standard
1335,Moped,Suzuki,UZ50,2021.0,Brown,2021-12-11,Auckland,"1,695,200",343.09,Standard
1962,Stationwagon,Subaru,LEGACY,1998.0,White,2021-12-11,Otago,"246,000",7.89,Standard
2993,Hatchback,Nissan,TIIDA,2009.0,Silver,2021-12-11,Auckland,"1,695,200",343.09,Standard
458,Boat Trailer,Trailer,ASD JET SKI,2020.0,Silver,2021-12-11,Bay of Plenty,"347,700",28.8,Standard
1960,Stationwagon,Mazda,DEMIO,2003.0,Silver,2021-12-11,Wellington,"543,500",67.52,Standard
269,Trailer,Trailer,COMPASS C85,2016.0,Silver,2021-12-11,Waikato,"513,800",21.5,Standard
1020,Roadbike,Suzuki,GSX150,2019.0,Blue,2021-12-12,Wellington,"543,500",67.52,Standard
2400,Stationwagon,Subaru,FORESTER,2012.0,White,2021-12-12,Bay of Plenty,"347,700",28.8,Standard
2482,Stationwagon,Mitsubishi,OUTLANDER,2007.0,Silver,2021-12-12,Manawatū-Whanganui,"258,200",11.62,Standard
1609,Saloon,Ford,FALCON,2006.0,Red,2021-12-12,Bay of Plenty,"347,700",28.8,Standard
2398,Stationwagon,Honda,STREAM,2001.0,Purple,2021-12-12,Northland,"201,500",16.11,Standard
1083,Saloon,Nissan,BLUEBIRD,1997.0,White,2021-12-12,Gisborne,"52,100",6.21,Standard
3059,Saloon,Ford,FALCON,1999.0,Black,2021-12-12,Gisborne,"52,100",6.21,Standard
2131,Stationwagon,Subaru,LEGACY,2000.0,White,2021-12-12,Wellington,"543,500",67.52,Standard
3076,Hatchback,Subaru,IMPREZA,2007.0,Red,2021-12-12,Auckland,"1,695,200",343.09,Standard
4371,Saloon,Mitsubishi,LANCER,1999.0,Silver,2021-12-12,Bay of Plenty,"347,700",28.8,Standard
4102,Light Van,Toyota,HIACE 2.4ZL MAN,1992.0,White,2021-12-12,Canterbury,"655,000",14.72,Standard
1435,Utility,Mazda,BOUNTY,2004.0,Blue,2021-12-12,Wellington,"543,500",67.52,Standard
3776,Stationwagon,Ford,TERRITORY,2010.0,Silver,2021-12-12,Auckland,"1,695,200",343.09,Standard
4431,Trailer,Pinto,TRADE WELLSIDE,2014.0,Silver,2021-12-12,Bay of Plenty,"347,700",28.8,Standard
2273,Stationwagon,Mazda,TRIBUTE,2001.0,Silver,2021-12-12,Canterbury,"655,000",14.72,Standard
1679,Hatchback,Toyota,STARLET,1997.0,Silver,2021-12-12,Southland,"102,400",3.28,Standard
606,Trailer,Trailer,DOMESTIC,2018.0,White,2021-12-12,Auckland,"1,695,200",343.09,Standard
4523,Trailer,Homebuilt,,1993.0,Silver,2021-12-12,Auckland,"1,695,200",343.09,Standard
3718,Saloon,Subaru,LEGACY,2010.0,Black,2021-12-12,Northland,"201,500",16.11,Standard
2514,Saloon,Mercedes-Benz,CLS,2008.0,Silver,2021-12-12,Bay of Plenty,"347,700",28.8,Luxury
848,Moped,Factory Built,ARIIC,2018.0,White,2021-12-12,Canterbury,"655,000",14.72,Standard
1630,Sports Car,Toyota,JUNO,1997.0,Red,2021-12-13,Bay of Plenty,"347,700",28.8,Standard
518,Trailer,Trailer,ROAD CHIEF,2021.0,Silver,2021-12-13,Bay of Plenty,"347,700",28.8,Standard
3307,Saloon,Mazda,ATENZA,2004.0,Silver,2021-12-13,Auckland,"1,695,200",343.09,Standard
4166,Trailer,Homebuilt,TRAILER,1994.0,Silver,2021-12-13,Bay of Plenty,"347,700",28.8,Standard
3700,Hatchback,Honda,INSIGHT,2013.0,White,2021-12-13,Taranaki,"127,300",17.55,Standard
411,Trailer,Trailer,FOOD CART,2017.0,Silver,2021-12-13,Nelson,"54,500",129.15,Standard
4309,Saloon,Honda,CIVIC,1998.0,Green,2021-12-13,Wellington,"543,500",67.52,Standard
2121,Saloon,Toyota,PLATZ,2000.0,Gold,2021-12-13,Auckland,"1,695,200",343.09,Standard
376,Trailer,Trailer,DOMESTIC,2020.0,Grey,2021-12-13,Auckland,"1,695,200",343.09,Standard
326,Trailer,Trailer,TUFF,2020.0,Silver,2021-12-13,Manawatū-Whanganui,"258,200",11.62,Standard
1672,Hatchback,Toyota,CYNOS,1999.0,Silver,2021-12-13,Bay of Plenty,"347,700",28.8,Standard
2156,Saloon,Ford,FALCON,2010.0,Silver,2021-12-13,Canterbury,"655,000",14.72,Standard
2721,Saloon,Nissan,PULSAR,1995.0,Silver,2021-12-13,Wellington,"543,500",67.52,Standard
4528,,Aprilia,ETX 150,2017.0,Black,2021-12-13,Bay of Plenty,"347,700",28.8,Standard
4492,Convertible,Mazda,ROADSTER,1993.0,Red,2021-12-13,Canterbury,"655,000",14.72,Standard
2531,Hatchback,Toyota,COROLLA,2013.0,Silver,2021-12-13,Northland,"201,500",16.11,Standard
1441,Utility,Ford,COURIER,1999.0,Red,2021-12-13,Bay of Plenty,"347,700",28.8,Standard
4006,Trailer,Trailer,AVON,2009.0,Grey,2021-12-13,Auckland,"1,695,200",343.09,Standard
1065,Utility,Ford,COURIER,2003.0,White,2021-12-13,Auckland,"1,695,200",343.09,Standard
1050,Light Van,Hyundai,H100,2003.0,White,2021-12-13,Canterbury,"655,000",14.72,Standard
2,Boat Trailer,Trailer,OUTBACK BOATS FT470,2021.0,Silver,2021-12-13,Gisborne,"52,100",6.21,Standard
2927,Utility,Ford,RANGER,2015.0,Black,2021-12-13,Northland,"201,500",16.11,Standard
1258,Moped,Moped,YB50QT-3,2021.0,Yellow,2021-12-14,Auckland,"1,695,200",343.09,Standard
3601,Stationwagon,Nissan,SERENA,2006.0,Silver,2021-12-14,Auckland,"1,695,200",343.09,Standard
3038,Boat Trailer,Trailer,HOMEMADE,1984.0,White,2021-12-14,Canterbury,"655,000",14.72,Standard
2992,Stationwagon,Nissan,ELGRAND,2004.0,White,2021-12-14,Auckland,"1,695,200",343.09,Standard
